PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Argentina,2012,900 - Geografía e historia,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,VAZQUEZ MAZZINI,1
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE QUILMES,1
Argentina,2012,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RYR,2
Argentina,2012,900 - Geografía e historia,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICION DEL AUTOR,2
Argentina,2012,900 - Geografía e historia,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2012,900 - Geografía e historia,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICION DEL AUTOR,2
Argentina,2012,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,74
Argentina,2012,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,25
Argentina,2012,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,14
Argentina,2012,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,6
Argentina,2012,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,6
Argentina,2012,SIN IDENTIFICAR,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANDROMEDA,1
Argentina,2012,SIN IDENTIFICAR,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDGARDO CARAMELLA Y ASOC,1
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,74
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,25
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,14
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,6
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,6
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DE LA CAMPANA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DE LA MAGNOLIA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FINAL ABIERTO,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,HASTINAPURA,1
Argentina,2012,SIN IDENTIFICAR,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRADIFCO,1
Argentina,2012,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,74
Argentina,2012,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,25
Argentina,2012,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,14
Argentina,2012,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,6
Argentina,2012,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,6
Argentina,2013,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES GRANICA S.A.,1
Argentina,2013,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,1
Argentina,2013,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES GRANICA S.A.,1
Argentina,2013,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,1
Argentina,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION EDUCACIONISTA ARGENTINA,2
Argentina,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES GRANICA S.A.,1
Argentina,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,1
Argentina,2013,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,30
Argentina,2013,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,9
Argentina,2013,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"IRES, PABLO ARIEL",6
Argentina,2013,100 - Filosofía y psicología,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"LOPEZ WINNE, HERNAN",5
Argentina,2013,100 - Filosofía y psicología,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ARIEL SPARACINO,1
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,30
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,9
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"IRES, PABLO ARIEL",6
Argentina,2013,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2013,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES,1
Argentina,2013,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FUNDACION ARSHA VIDYA,2
Argentina,2013,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FUNDACION EDUARDO F. COSTANTINI,1
Argentina,2013,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FUNDACION LUCIS,1
Argentina,2013,100 - Filosofía y psicología,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,INCUNABLE SOCIEDAD DE RESPONSAABILIDAD LIMITADA,1
Argentina,2013,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,30
Argentina,2013,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,13
Argentina,2013,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,10
Argentina,2013,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,9
Argentina,2013,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"IRES, PABLO ARIEL",6
Argentina,2013,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,84
Argentina,2013,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,3
Argentina,2013,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LONGSELLER S.A.,3
Argentina,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BERIM, JONATHAN",1
Argentina,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BIZE, GUSTAVO CESAR",1
Argentina,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,HEVRAT PINTO,1
Argentina,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"OLIVERI, FEDERICO GUILLERMO CARLOS",1
Argentina,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PABLO RODOLFO CASTRO,1
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,84
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,3
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LONGSELLER S.A.,3
Argentina,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION CIVIL PERSPECTIVAS BET MIDRASH,5
Argentina,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION ISRAELITA BNEI SHOLEM,5
Argentina,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION ISRAELITA ARGENTINA TZEIRE AGUDATH JABAD,3
Argentina,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION CIVIL ENCUENTRO CON LA BIBLIA,2
Argentina,2013,200 - Religión,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CIUDAD NUEVA DE LA SEFOMA,2
Argentina,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,84
Argentina,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PRODUCCIONES PENIEL S.R.L.,29
Argentina,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",14
Argentina,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION CIVIL PERSPECTIVAS BET MIDRASH,5
Argentina,2013,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,6
Argentina,2013,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO ILHSA S.A.,5
Argentina,2013,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,4
Argentina,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GIANNA, SERGIO DANIEL",6
Argentina,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"LOPEZ WINNE, HERNAN",2
Argentina,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BIGGIOTTI, GRACIELA",1
Argentina,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONTENLA MARIA DE LAS MERCEDES,1
Argentina,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RAUL HUGO LAPIS,1
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,6
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO ILHSA S.A.,5
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AMORRORTU EDITORES S.A.,4
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,2
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,1
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,NUEVA EDITORIAL UNIVERSITARIA - U.N.S.L.,1
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO,1
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS,2
Argentina,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CEDES,2
Argentina,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CENTRO DE INVESTIGACIONES FILOSOFICAS -CIF,1
Argentina,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FEDERACION DE DOCENTES DE LAS UNIVERSIDADES -FEDUN,1
Argentina,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FEDERACI{ON ARGENTINA DE IGLESIAS EVANGELICAS,1
Argentina,2013,300 - Ciencias sociales,ENTIDAD PÚBLICA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,MINISTERIO DE EDUCACION DEL GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,1
Argentina,2013,300 - Ciencias sociales,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CIUDAD NUEVA DE LA SEFOMA,2
Argentina,2013,300 - Ciencias sociales,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIN DATO,1
Argentina,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GIANNA, SERGIO DANIEL",6
Argentina,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,6
Argentina,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA CHILDREN ENTERTAINMENT S.A.,5
Argentina,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO ILHSA S.A.,5
Argentina,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESPERLUETTE S.R.L.,1
Argentina,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,1
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESPERLUETTE S.R.L.,1
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,1
Argentina,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEDALUS EDITORES,2
Argentina,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"BALLARINI, STELLA MARYS SERVICIO TECNICO PROFESIONAL",1
Argentina,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESPERLUETTE S.R.L.,1
Argentina,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,1
Argentina,2013,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2013,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TRISKEL PRESS,1
Argentina,2013,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLOW S.R.L.,5
Argentina,2013,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2013,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,2
Argentina,2013,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"CAMPANARO, RAUL ALEJANDRO",1
Argentina,2013,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"GARCIA, RUFINO",1
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,7
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES CONTINENTE S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GABA S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES LEA,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL INTER-MEDICA S.A.,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RAUL HUGO LAPIS,1
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"SANABRIA, GUSTAVO ARIEL",1
Argentina,2013,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,"ZURSCHMITTEN, SUSANA MARGARITA",1
Argentina,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANEJO PRODUCCIONES,7
Argentina,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES CONTINENTE S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GABA S.R.L.,4
Argentina,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDICIONES LEA,3
